orderid,customerid,storeid,orderdate
4726,1500,17,8/12/2018
4727,1427,57,2/17/2018
4728,1186,8,7/23/2018
4729,1594,31,12/6/2017
4730,1992,83,3/22/2018
4731,1529,3,10/11/2017
4732,1589,52,7/21/2018
4733,1348,7,8/21/2018
4734,1179,80,8/10/2018
4735,1574,74,7/9/2018
4736,1052,41,10/22/2017
4737,1320,96,11/6/2017
4738,1267,96,7/11/2018
4739,1736,42,6/25/2018
4740,1142,23,2/13/2018
4741,1460,46,9/18/2017
4742,1665,64,2/1/2018
4743,1038,85,1/17/2018
4744,1798,5,11/18/2017
4745,1662,44,2/28/2018
4746,1568,98,3/23/2018
4747,1278,62,4/12/2018
4748,1224,82,1/7/2018
4749,1269,40,2/12/2018
4750,1656,44,3/9/2018
4751,1827,46,9/26/2017
4752,1449,26,9/16/2017
4753,1419,87,4/8/2018
4754,1167,66,11/15/2017
4755,1323,100,5/5/2018
4756,1771,30,4/12/2018
4757,1178,68,2/25/2018
4758,1903,84,4/6/2018
4759,1323,9,4/25/2018
4760,1871,54,11/11/2017
4761,1841,70,9/6/2018
4762,1760,81,2/10/2018
4763,1067,55,5/30/2018
4764,1802,45,12/18/2017
4765,1687,96,7/24/2018
4766,1031,60,4/18/2018
4767,1974,15,8/8/2018
4768,1775,5,2/7/2018
4769,1961,86,2/25/2018
4770,1437,60,12/23/2017
4771,1667,79,11/3/2017
4772,1782,34,6/25/2018
4773,1309,91,9/18/2017
4774,1898,55,5/9/2018
4775,1389,79,3/12/2018
4776,1512,20,8/14/2018
4777,1632,35,12/19/2017
4778,1552,31,1/25/2018
4779,1456,18,9/30/2017
4780,1067,50,8/14/2018
4781,1233,16,8/7/2018
4782,1776,24,5/5/2018
4783,1717,33,2/5/2018
4784,1450,95,10/20/2017
4785,1097,54,4/17/2018
4786,1165,30,3/22/2018
4787,1105,78,2/6/2018
4788,1128,64,3/28/2018
4789,1024,83,10/18/2017
4790,1768,42,1/7/2018
4791,1630,40,10/5/2017
4792,1462,65,6/19/2018
4793,1374,27,2/3/2018
4794,1408,66,4/28/2018
4795,1157,23,3/27/2018
4796,1448,46,10/30/2017
4797,1476,15,4/1/2018
4798,1069,18,4/25/2018
4799,1052,4,6/10/2018
4800,1436,23,4/30/2018
4801,1263,37,6/1/2018
4802,1097,14,8/11/2018
4803,1345,22,4/14/2018
4804,1972,42,6/5/2018
4805,1475,72,9/16/2017
4806,1828,30,11/15/2017
4807,1013,24,9/9/2018
4808,1809,78,11/2/2017
4809,1129,26,8/1/2018
4810,1618,50,4/3/2018
4811,1715,89,11/6/2017
4812,1326,83,5/9/2018
4813,1309,23,11/23/2017
4814,1391,87,8/14/2018
4815,1396,4,8/15/2018
4816,1701,35,1/7/2018
4817,1009,73,12/19/2017
4818,1189,61,10/24/2017
4819,1011,82,11/17/2017
4820,1276,67,8/22/2018
4821,1636,28,8/26/2018
4822,1420,56,2/8/2018
4823,1555,99,10/10/2017
4824,1728,5,12/20/2017
4825,1893,86,2/14/2018
4826,1930,20,9/17/2017
4827,1127,30,1/10/2018
4828,1164,1,9/14/2017
4829,1579,15,7/3/2018
4830,1733,66,3/21/2018
4831,1409,24,9/29/2017
4832,1014,15,1/6/2018
4833,1948,3,12/5/2017
4834,1402,17,10/15/2017
4835,1853,5,7/13/2018
4836,1460,12,6/3/2018
4837,1713,62,8/21/2018
4838,1362,10,8/13/2018
4839,1891,15,2/16/2018
4840,1742,11,1/19/2018
4841,1994,56,12/7/2017
4842,1492,35,10/7/2017
4843,1157,52,4/22/2018
4844,1155,63,4/11/2018
4845,1892,81,5/27/2018
4846,1235,28,12/11/2017
4847,1762,97,3/19/2018
4848,1818,95,10/27/2017
4849,1640,63,6/15/2018
4850,1085,27,3/2/2018
4851,1648,89,5/4/2018
4852,1257,25,3/30/2018
4853,1800,66,6/3/2018
4854,1957,69,2/27/2018
4855,1828,75,8/16/2018
4856,1580,36,5/12/2018
4857,1526,60,11/5/2017
4858,1291,39,3/25/2018
4859,1171,4,8/22/2018
4860,1955,67,11/22/2017
4861,1157,28,1/12/2018
4862,1292,18,12/1/2017
4863,1499,74,6/30/2018
4864,1541,17,6/5/2018
4865,1657,11,3/23/2018
4866,1120,20,5/18/2018
4867,1332,24,6/16/2018
4868,1120,5,1/20/2018
4869,1355,47,2/4/2018
4870,1308,85,1/8/2018
4871,1422,73,5/14/2018
4872,1492,7,11/8/2017
4873,1432,74,9/14/2017
4874,1380,76,2/4/2018
4875,1061,51,6/23/2018
4876,1041,32,8/9/2018
4877,1731,80,9/11/2017
4878,1149,26,11/18/2017
4879,1522,29,1/10/2018
4880,1565,30,5/1/2018
4881,1321,66,5/5/2018
4882,1815,30,6/7/2018
4883,1908,92,6/13/2018
4884,1723,80,11/30/2017
4885,1239,23,10/3/2017
4886,1811,21,3/19/2018
4887,1469,97,1/29/2018
4888,1218,92,7/21/2018
4889,1922,58,1/28/2018
4890,1635,89,2/3/2018
4891,1756,43,5/10/2018
4892,1983,51,11/19/2017
4893,1425,96,11/23/2017
4894,1446,17,3/21/2018
4895,1406,57,11/5/2017
4896,1945,21,12/16/2017
4897,1827,86,9/25/2017
4898,1235,96,9/29/2017
4899,1616,33,4/5/2018
4900,1658,80,1/5/2018
4901,1307,29,6/29/2018
4902,1630,67,7/26/2018
4903,1753,7,5/14/2018
4904,1493,17,11/20/2017
4905,1300,35,9/21/2017
4906,1047,19,2/22/2018
4907,1899,20,12/28/2017
4908,1734,50,3/15/2018
4909,1423,92,7/30/2018
4910,1597,57,3/25/2018
4911,1822,20,5/23/2018
4912,1809,14,2/24/2018
4913,1145,54,9/13/2017
4914,1659,32,6/15/2018
4915,1810,47,3/24/2018
4916,1818,67,12/7/2017
4917,1231,46,12/31/2017
4918,1415,38,5/11/2018
4919,1570,83,12/6/2017
4920,1594,32,11/22/2017
4921,1011,98,4/20/2018
4922,1288,50,11/21/2017
4923,1062,44,1/21/2018
4924,1201,2,4/30/2018
4925,1441,79,10/26/2017
4926,1894,66,5/7/2018
4927,1498,98,7/7/2018
4928,1436,79,1/4/2018
4929,1111,23,1/13/2018
4930,1999,7,11/3/2017
4931,1676,78,9/18/2017
4932,1224,82,11/9/2017
4933,1382,64,4/18/2018
4934,1615,90,7/10/2018
4935,1096,31,9/20/2017
4936,1759,51,5/6/2018
4937,1675,16,12/29/2017
4938,1902,60,9/6/2018
4939,1265,44,1/28/2018
4940,1572,58,3/17/2018
4941,1939,32,1/20/2018
4942,1333,97,3/13/2018
4943,1163,14,8/9/2018
4944,1755,93,11/29/2017
4945,1145,45,2/15/2018
4946,1309,89,11/22/2017
4947,1876,87,6/4/2018
4948,1827,96,2/7/2018
4949,1413,10,4/5/2018
4950,1242,88,1/22/2018
4951,1334,65,12/21/2017
4952,1311,69,5/25/2018
4953,1011,100,1/14/2018
4954,1960,3,3/21/2018
4955,1108,86,1/23/2018
4956,1214,49,2/9/2018
4957,1996,100,5/27/2018
4958,1610,19,5/13/2018
4959,1055,88,11/26/2017
4960,1174,85,1/2/2018
4961,1346,41,2/19/2018
4962,1474,36,2/24/2018
4963,1130,38,10/13/2017
4964,1766,1,1/22/2018
4965,1159,31,3/31/2018
4966,1668,14,9/10/2018
4967,1528,18,12/12/2017
4968,1726,18,12/27/2017
4969,1647,17,2/28/2018
4970,1580,6,11/20/2017
4971,1070,92,10/10/2017
4972,1544,16,1/28/2018
4973,1297,9,12/6/2017
4974,1556,87,5/11/2018
4975,1575,6,6/27/2018
4976,1165,25,10/28/2017
4977,1942,41,11/9/2017
4978,1546,18,10/13/2017
4979,1831,28,8/1/2018
4980,1072,100,9/7/2018
4981,1205,71,3/18/2018
4982,1708,85,11/10/2017
4983,1655,48,10/20/2017
4984,1409,13,8/9/2018
4985,1588,47,2/19/2018
4986,1610,84,2/27/2018
4987,1827,73,5/25/2018
4988,1111,82,9/6/2018
4989,1551,100,6/22/2018
4990,1630,22,8/24/2018
4991,1041,48,6/20/2018
4992,1391,87,1/6/2018
4993,1452,12,10/14/2017
4994,1847,100,6/1/2018
4995,1143,62,7/11/2018
4996,1096,81,12/31/2017
4997,1833,45,5/11/2018
4998,1965,79,4/13/2018
4999,1716,4,7/3/2018
5000,1138,45,8/25/2018
5001,1281,9,9/24/2017
5002,1897,14,11/23/2017
5003,1701,70,6/24/2018
5004,1792,61,4/14/2018
5005,1545,9,4/27/2018
5006,1477,41,5/24/2018
5007,1549,66,4/11/2018
5008,1204,4,2/21/2018
5009,1096,97,1/9/2018
5010,1078,87,7/20/2018
5011,1629,63,11/13/2017
5012,1269,58,5/21/2018
5013,1999,28,3/21/2018
5014,1080,79,3/4/2018
5015,1590,56,5/31/2018
5016,1086,59,1/17/2018
5017,1305,27,11/19/2017
5018,1400,89,4/19/2018
5019,1865,62,11/22/2017
5020,1888,52,3/20/2018
5021,1089,99,4/6/2018
5022,1609,93,1/20/2018
5023,1082,86,6/18/2018
5024,1539,80,12/17/2017
5025,1328,72,7/17/2018
5026,1424,51,7/6/2018
5027,1436,91,5/28/2018
5028,1361,84,11/20/2017
5029,1319,27,9/9/2018
5030,1323,66,3/15/2018
5031,1766,73,2/8/2018
5032,1007,89,9/6/2018
5033,1268,95,4/8/2018
5034,1986,64,2/21/2018
5035,1859,69,1/25/2018
5036,1152,18,3/27/2018
5037,1752,50,9/16/2017
5038,1593,44,9/20/2017
5039,1337,76,5/1/2018
5040,1384,36,8/9/2018
5041,1632,91,5/15/2018
5042,1059,54,9/22/2017
5043,1731,14,12/30/2017
5044,1000,41,1/24/2018
5045,1681,22,7/12/2018
5046,1220,84,1/22/2018
5047,1474,72,6/19/2018
5048,1358,79,12/23/2017
5049,1324,30,6/29/2018
5050,1363,70,3/5/2018
5051,1192,46,7/30/2018
5052,1454,83,8/26/2018
5053,1361,29,2/7/2018
5054,1452,43,9/24/2017
5055,1858,4,8/24/2018
5056,1603,11,8/4/2018
5057,1412,84,11/4/2017
5058,1859,54,5/18/2018
5059,1640,69,3/7/2018
5060,1036,32,12/30/2017
5061,1291,38,3/2/2018
5062,1868,33,6/6/2018
5063,1586,47,6/5/2018
5064,1681,52,9/5/2018
5065,1493,75,4/24/2018
5066,1213,14,5/24/2018
5067,1882,27,4/2/2018
5068,1345,84,7/4/2018
5069,1779,64,12/23/2017
5070,1625,99,11/12/2017
5071,1493,66,5/10/2018
5072,1087,23,2/11/2018
5073,1432,55,9/21/2017
5074,1823,92,5/6/2018
5075,1228,4,3/9/2018
5076,1699,18,9/15/2017
5077,1992,97,4/24/2018
5078,1933,8,1/17/2018
5079,1588,68,2/13/2018
5080,1806,36,2/15/2018
5081,1363,26,8/1/2018
5082,1236,28,8/25/2018
5083,1682,77,2/7/2018
5084,1250,68,5/4/2018
5085,1961,86,6/15/2018
5086,1854,18,2/19/2018
5087,1999,64,5/17/2018
5088,1089,42,11/15/2017
5089,1274,24,12/13/2017
5090,1097,73,11/9/2017
5091,1316,89,11/7/2017
5092,1084,64,7/15/2018
5093,1510,72,8/20/2018
5094,1501,15,3/29/2018
5095,1496,40,7/17/2018
5096,1802,13,8/14/2018
5097,1503,31,2/4/2018
5098,1763,65,5/12/2018
5099,1821,28,5/9/2018
5100,1744,39,1/19/2018
5101,1109,88,10/19/2017
5102,1351,2,7/26/2018
5103,1280,61,10/13/2017
5104,1691,77,11/19/2017
5105,1535,59,6/8/2018
5106,1717,96,6/4/2018
5107,1976,91,9/16/2017
5108,1059,58,1/15/2018
5109,1670,90,1/9/2018
5110,1199,32,6/30/2018
5111,1625,22,12/25/2017
5112,1951,21,10/7/2017
5113,1155,80,1/6/2018
5114,1738,68,7/2/2018
5115,1959,38,6/7/2018
5116,1179,13,11/3/2017
5117,1061,88,1/20/2018
5118,1430,57,12/26/2017
5119,1703,85,9/14/2017
5120,1106,19,1/1/2018
5121,1715,9,8/22/2018
5122,1414,56,10/28/2017
5123,1878,35,3/18/2018
5124,1652,60,7/27/2018
5125,1213,5,7/16/2018
5126,1118,38,3/31/2018
5127,1294,80,10/21/2017
5128,1012,16,2/2/2018
5129,1377,56,4/25/2018
5130,1736,35,5/26/2018
5131,1581,96,1/13/2018
5132,1406,78,4/10/2018
5133,1488,20,4/7/2018
5134,1625,10,1/13/2018
5135,1641,79,10/3/2017
5136,1233,45,12/23/2017
5137,1545,26,1/7/2018
5138,1174,67,5/22/2018
5139,1001,98,2/13/2018
5140,1612,58,10/27/2017
5141,1762,85,9/5/2018
5142,1158,6,1/16/2018
5143,1327,75,5/12/2018
5144,1890,2,11/4/2017
5145,1945,95,8/31/2018
5146,1835,92,4/6/2018
5147,1130,79,10/13/2017
5148,1084,15,3/15/2018
5149,1220,81,4/27/2018
5150,1956,52,12/18/2017
5151,1536,66,7/2/2018
5152,1212,49,1/3/2018
5153,1780,58,3/9/2018
5154,1777,9,7/25/2018
5155,1249,35,2/21/2018
5156,1308,78,2/13/2018
5157,1528,15,11/18/2017
5158,1772,43,6/5/2018
5159,1989,90,3/29/2018
5160,1258,55,12/18/2017
5161,1693,34,2/18/2018
5162,1430,46,7/17/2018
5163,1083,23,3/31/2018
5164,1799,29,7/20/2018
5165,1260,72,8/14/2018
5166,1235,30,1/2/2018
5167,1879,83,7/30/2018
5168,1930,66,11/20/2017
5169,1394,44,9/14/2017
5170,1427,48,4/4/2018
5171,1983,70,10/17/2017
5172,1585,19,2/6/2018
5173,1940,65,11/17/2017
5174,1923,31,7/13/2018
5175,1467,21,4/29/2018
5176,1449,37,7/25/2018
5177,1647,94,12/28/2017
5178,1004,48,7/14/2018
5179,1734,33,1/7/2018
5180,1952,78,3/6/2018
5181,1400,72,6/20/2018
5182,1519,39,8/19/2018
5183,1234,29,6/30/2018
5184,1709,14,5/1/2018
5185,1076,70,7/12/2018
5186,1622,33,2/9/2018
5187,1138,4,12/26/2017
5188,1210,88,4/4/2018
5189,1496,15,10/26/2017
5190,1769,65,10/12/2017
5191,1161,32,11/9/2017
5192,1518,33,2/26/2018
5193,1758,96,12/15/2017
5194,1779,33,10/25/2017
5195,1248,58,7/19/2018
5196,1317,45,2/16/2018
5197,1033,13,4/23/2018
5198,1739,87,2/13/2018
5199,1618,96,3/4/2018
5200,1875,82,6/13/2018
5201,1739,43,7/29/2018
5202,1059,66,12/4/2017
5203,1782,19,7/5/2018
5204,1481,4,8/30/2018
5205,1117,57,1/29/2018
5206,1694,100,1/29/2018
5207,1547,9,8/27/2018
5208,1395,54,7/29/2018
5209,1087,7,4/7/2018
5210,1883,60,6/17/2018
5211,1621,16,6/19/2018
5212,1374,73,8/15/2018
5213,1549,53,6/3/2018
5214,1574,2,7/23/2018
5215,1819,36,1/24/2018
5216,1427,80,2/9/2018
5217,1795,57,9/22/2017
5218,1916,2,6/14/2018
5219,1899,73,4/5/2018
5220,1599,90,1/28/2018
5221,1577,29,9/23/2017
5222,1680,49,11/13/2017
5223,1395,42,8/20/2018
5224,1573,19,11/6/2017
5225,1596,8,6/26/2018
5226,1894,61,6/28/2018
5227,1054,59,7/26/2018
5228,1806,36,5/27/2018
5229,1844,55,10/8/2017
5230,1290,52,11/22/2017
5231,1205,12,3/31/2018
5232,1652,72,4/9/2018
5233,1123,34,12/30/2017
5234,1882,47,4/17/2018
5235,1811,60,1/3/2018
5236,1295,20,12/20/2017
5237,1438,81,6/2/2018
5238,1311,20,10/4/2017
5239,1493,79,2/16/2018
5240,1955,7,10/27/2017
5241,1966,27,10/22/2017
5242,1865,90,7/26/2018
5243,1218,48,9/17/2017
5244,1003,8,11/4/2017
5245,1521,24,10/12/2017
5246,1077,100,11/23/2017
5247,1243,60,5/8/2018
5248,1731,80,12/16/2017
5249,1595,16,10/1/2017
5250,1698,29,5/31/2018
5251,1719,71,6/16/2018
5252,1279,76,2/18/2018
5253,1477,56,8/2/2018
5254,1937,93,5/12/2018
5255,1542,82,3/28/2018
5256,1064,55,3/28/2018
5257,1210,84,5/22/2018
5258,1836,87,3/24/2018
5259,1503,92,9/26/2017
5260,1075,35,8/8/2018
5261,1850,42,4/9/2018
5262,1915,30,6/20/2018
5263,1016,59,1/11/2018
5264,1377,59,3/20/2018
5265,1590,31,8/24/2018
5266,1356,21,11/30/2017
5267,1484,84,11/7/2017
5268,1763,37,11/25/2017
5269,1339,58,5/6/2018
5270,1644,17,10/18/2017
5271,1155,80,10/17/2017
5272,1531,16,3/2/2018
5273,1050,45,4/11/2018
5274,1053,60,12/20/2017
5275,1434,12,2/6/2018
5276,1330,24,8/22/2018
5277,1482,51,12/10/2017
5278,1327,32,5/27/2018
5279,1642,49,10/16/2017
5280,1810,58,11/5/2017
5281,1565,20,2/17/2018
5282,1219,9,7/21/2018
5283,1956,61,8/11/2018
5284,1273,15,12/1/2017
5285,1547,5,2/16/2018
5286,1516,20,7/1/2018
5287,1758,54,2/21/2018
5288,1790,88,12/26/2017
5289,1802,81,3/2/2018
5290,1986,12,5/13/2018
5291,1342,38,8/11/2018
5292,1262,80,8/12/2018
5293,1150,2,11/26/2017
5294,1392,32,7/27/2018
5295,1365,55,5/22/2018
5296,1251,78,7/4/2018
5297,1214,35,8/15/2018
5298,1801,24,6/14/2018
5299,1283,71,1/27/2018
5300,1135,94,5/8/2018
5301,1323,73,1/15/2018
5302,1910,63,11/3/2017
5303,1231,38,12/7/2017
5304,1327,47,1/4/2018
5305,1336,40,3/30/2018
5306,1916,84,3/13/2018
5307,1189,30,2/16/2018
5308,1432,9,9/3/2018
5309,1068,4,5/15/2018
5310,1945,34,7/25/2018
5311,1093,45,8/19/2018
5312,1424,39,10/28/2017
5313,1807,73,5/17/2018
5314,1174,61,8/14/2018
5315,1815,16,11/19/2017
5316,1552,79,12/26/2017
5317,1225,12,11/15/2017
5318,1178,81,2/27/2018
5319,1247,73,2/17/2018
5320,1860,21,6/15/2018
5321,1574,62,11/4/2017
5322,1564,2,2/23/2018
5323,1826,84,1/21/2018
5324,1504,58,7/15/2018
5325,1238,92,10/7/2017
5326,1977,62,9/20/2017
5327,1335,9,3/2/2018
5328,1351,19,10/6/2017
5329,1889,49,12/20/2017
5330,1783,42,5/12/2018
5331,1577,1,1/25/2018
5332,1805,30,8/3/2018
5333,1681,57,8/19/2018
5334,1753,5,7/7/2018
5335,1626,78,12/29/2017
5336,1789,94,12/12/2017
5337,1690,15,11/4/2017
5338,1158,33,1/22/2018
5339,1853,70,3/12/2018
5340,1091,50,1/9/2018
5341,1767,52,8/4/2018
5342,1258,38,1/8/2018
5343,1928,8,12/30/2017
5344,1843,40,8/26/2018
5345,1215,99,5/8/2018
5346,1888,33,6/27/2018
5347,1324,40,2/28/2018
5348,1475,35,11/28/2017
5349,1453,6,1/18/2018
5350,1114,68,3/30/2018
5351,1424,39,6/14/2018
5352,1449,99,12/2/2017
5353,1769,50,7/6/2018
5354,1375,32,8/13/2018
5355,1655,1,7/13/2018
5356,1714,45,8/10/2018
5357,1332,9,4/30/2018
5358,1817,6,6/23/2018
5359,1043,34,3/11/2018
5360,1965,64,4/28/2018
5361,1023,30,7/4/2018
5362,1517,67,5/18/2018
5363,1387,5,4/2/2018
5364,1652,26,10/22/2017
5365,1608,18,3/26/2018
5366,1820,88,7/13/2018
5367,1523,43,6/24/2018
5368,1633,1,4/6/2018
5369,1177,73,5/16/2018
5370,1584,89,10/20/2017
5371,1104,27,6/1/2018
5372,1870,24,4/9/2018
5373,1795,14,10/15/2017
5374,1378,32,7/20/2018
5375,1058,72,3/23/2018
5376,1668,47,7/2/2018
5377,1741,20,11/29/2017
5378,1120,56,12/16/2017
5379,1479,80,9/14/2017
5380,1711,55,4/22/2018
5381,1333,84,9/23/2017
5382,1844,1,12/1/2017
5383,1164,73,12/12/2017
5384,1309,61,8/28/2018
5385,1795,79,4/7/2018
5386,1065,47,5/9/2018
5387,1838,45,8/18/2018
5388,1975,66,5/27/2018
5389,1456,24,9/9/2018
5390,1113,75,10/24/2017
5391,1211,70,10/7/2017
5392,1329,4,7/13/2018
5393,1586,41,3/20/2018
5394,1300,90,6/18/2018
5395,1371,62,10/2/2017
5396,1338,80,8/8/2018
5397,1244,59,9/24/2017
5398,1464,93,6/2/2018
5399,1444,89,5/23/2018
5400,1622,27,3/31/2018
5401,1899,28,11/25/2017
5402,1972,94,10/25/2017
5403,1263,39,9/4/2018
5404,1358,56,9/22/2017
5405,1813,11,2/17/2018
5406,1897,90,3/25/2018
5407,1071,58,1/26/2018
5408,1951,91,10/24/2017
5409,1420,16,6/8/2018
5410,1370,3,3/19/2018
5411,1162,44,5/14/2018
5412,1907,40,3/28/2018
5413,1017,84,6/2/2018
5414,1832,97,4/30/2018
5415,1076,54,7/28/2018
5416,1013,2,10/13/2017
5417,1415,81,6/29/2018
5418,1776,12,10/30/2017
5419,1252,95,10/14/2017
5420,1223,41,5/9/2018
5421,1234,100,1/7/2018
5422,1399,8,9/7/2018
5423,1243,15,7/16/2018
5424,1129,99,8/13/2018
5425,1355,44,11/18/2017
5426,1872,44,8/28/2018
5427,1450,93,11/6/2017
5428,1995,89,7/19/2018
5429,1717,22,7/20/2018
5430,1539,78,5/2/2018
5431,1802,85,12/29/2017
5432,1157,51,9/3/2018
5433,1616,36,2/13/2018
5434,1440,82,9/18/2017
5435,1604,44,11/29/2017
5436,1559,55,12/8/2017
5437,1388,39,2/18/2018
5438,1926,53,4/26/2018
5439,1305,65,3/17/2018
5440,1902,31,6/23/2018
5441,1733,95,10/12/2017
5442,1927,90,9/5/2018
5443,1328,99,2/7/2018
5444,1546,27,8/4/2018
5445,1899,97,1/20/2018
5446,1161,10,11/9/2017
5447,1729,82,5/17/2018
5448,1851,36,2/10/2018
5449,1682,65,10/13/2017
5450,1835,76,12/7/2017
5451,1488,20,10/1/2017
5452,1508,61,4/5/2018
5453,1331,78,1/14/2018
5454,1505,73,12/27/2017
5455,1370,12,11/15/2017
5456,1862,57,7/1/2018
5457,1553,25,3/7/2018
5458,1615,72,9/5/2018
5459,1100,23,4/2/2018
5460,1968,58,5/25/2018
5461,1736,42,6/11/2018
5462,1198,30,2/28/2018
5463,1249,39,7/29/2018
5464,1995,19,9/25/2017
5465,1907,38,7/21/2018
5466,1289,51,7/31/2018
5467,1220,10,8/6/2018
5468,1641,71,12/27/2017
5469,1884,37,12/4/2017
5470,1337,3,8/5/2018
5471,1545,99,3/13/2018
5472,1798,29,6/20/2018
5473,1447,59,9/16/2017
5474,1021,74,3/29/2018
5475,1043,20,7/13/2018
5476,1919,58,7/2/2018
5477,1333,81,7/12/2018
5478,1167,52,1/18/2018
5479,1334,11,3/28/2018
5480,1315,57,4/2/2018
5481,1618,23,3/3/2018
5482,1667,18,12/26/2017
5483,1723,43,3/26/2018
5484,1365,14,9/22/2017
5485,1908,52,9/24/2017
5486,1933,83,10/27/2017
5487,1660,59,5/1/2018
5488,1589,1,6/8/2018
5489,1788,58,10/11/2017
5490,1410,33,3/23/2018
5491,1242,92,10/12/2017
5492,1596,60,8/2/2018
5493,1953,90,8/29/2018
5494,1939,3,7/29/2018
5495,1511,74,4/29/2018
5496,1883,34,8/23/2018
5497,1488,4,12/6/2017
5498,1016,2,8/13/2018
5499,1077,28,10/20/2017
5500,1013,62,6/5/2018
5501,1040,87,7/21/2018
5502,1711,86,6/17/2018
5503,1077,33,5/26/2018
5504,1293,71,2/17/2018
5505,1063,68,8/29/2018
5506,1434,67,8/21/2018
5507,1270,79,3/27/2018
5508,1565,46,4/3/2018
5509,1498,53,7/23/2018
5510,1946,75,3/15/2018
5511,1641,88,1/18/2018
5512,1362,69,8/8/2018
5513,1489,95,7/16/2018
5514,1313,82,11/24/2017
5515,1021,1,11/20/2017
5516,1393,23,2/11/2018
5517,1444,12,3/31/2018
5518,1922,74,3/7/2018
5519,1232,68,7/13/2018
5520,1297,50,10/18/2017
5521,1137,83,10/26/2017
5522,1048,75,4/9/2018
5523,1754,63,9/3/2018
5524,1465,76,10/28/2017
5525,1342,92,4/21/2018
5526,1336,33,2/18/2018
5527,1379,11,7/29/2018
5528,1576,61,3/20/2018
5529,1468,94,3/18/2018
5530,1056,94,8/9/2018
5531,1516,93,6/26/2018
5532,1828,69,6/29/2018
5533,1111,19,8/21/2018
5534,1694,59,6/18/2018
5535,1358,6,9/4/2018
5536,1151,14,7/13/2018
5537,1315,74,10/20/2017
5538,1615,33,8/14/2018
5539,1213,10,9/8/2018
5540,1727,63,11/18/2017
5541,1034,13,1/19/2018
5542,1821,94,7/7/2018
5543,1604,57,6/2/2018
5544,1053,47,3/27/2018
5545,1298,32,12/18/2017
5546,1776,33,8/21/2018
5547,1543,74,12/3/2017
5548,1135,35,7/22/2018
5549,1039,91,9/26/2017
5550,1540,38,4/10/2018
5551,1453,89,3/13/2018
5552,1501,60,1/2/2018
5553,1845,32,12/22/2017
5554,1400,26,10/14/2017
5555,1039,67,3/13/2018
5556,1032,75,6/28/2018
5557,1180,24,2/2/2018
5558,1263,15,1/28/2018
5559,1414,85,1/18/2018
5560,1203,27,1/1/2018
5561,1415,1,3/10/2018
5562,1363,6,6/29/2018
5563,1381,19,5/1/2018
5564,1590,57,12/18/2017
5565,1272,15,1/3/2018
5566,1017,52,3/22/2018
5567,1708,91,12/14/2017
5568,1120,84,5/12/2018
5569,1298,1,6/3/2018
5570,1066,78,1/13/2018
5571,1765,62,7/4/2018
5572,1471,93,9/27/2017
5573,1565,64,4/25/2018
5574,1530,91,1/2/2018
5575,1436,20,8/18/2018
5576,1286,35,1/27/2018
5577,1065,78,12/20/2017
5578,1294,28,6/15/2018
5579,1187,48,6/26/2018
5580,1289,66,10/24/2017
5581,1420,50,3/15/2018
5582,1435,70,4/17/2018
5583,1684,5,4/21/2018
5584,1371,43,3/14/2018
5585,1555,63,12/18/2017
5586,1152,16,6/12/2018
5587,1977,72,5/25/2018
5588,1269,41,10/31/2017
5589,1204,84,1/19/2018
5590,1935,71,6/19/2018
5591,1548,62,7/12/2018
5592,1453,95,9/29/2017
5593,1844,29,9/2/2018
5594,1182,55,4/22/2018
5595,1528,59,4/24/2018
5596,1813,89,3/12/2018
5597,1194,62,10/7/2017
5598,1785,79,1/21/2018
5599,1211,43,2/4/2018
5600,1223,58,6/17/2018
5601,1289,85,8/17/2018
5602,1207,47,9/28/2017
5603,1332,19,9/11/2017
5604,1025,59,11/28/2017
5605,1909,33,3/25/2018
5606,1554,99,6/18/2018
5607,1768,79,4/16/2018
5608,1411,36,6/22/2018
5609,1532,90,11/23/2017
5610,1043,53,12/8/2017
5611,1687,40,2/22/2018
5612,1375,7,3/1/2018
5613,1006,93,11/30/2017
5614,1377,89,7/14/2018
5615,1167,59,1/28/2018
5616,1179,9,12/18/2017
5617,1358,88,11/2/2017
5618,1624,37,2/4/2018
5619,1634,1,9/18/2017
5620,1331,2,4/19/2018
5621,1788,100,3/23/2018
5622,1378,47,6/6/2018
5623,1907,42,9/20/2017
5624,1634,98,5/29/2018
5625,1166,58,4/13/2018
5626,1043,15,10/31/2017
5627,1305,61,6/13/2018
5628,1381,6,4/18/2018
5629,1103,26,2/22/2018
5630,1296,74,4/8/2018
5631,1451,99,9/27/2017
5632,1891,47,5/4/2018
5633,1406,59,9/9/2018
5634,1704,72,3/14/2018
5635,1067,96,7/26/2018
5636,1441,39,11/9/2017
5637,1480,43,9/25/2017
5638,1991,54,1/25/2018
5639,1822,5,5/27/2018
5640,1733,54,10/18/2017
5641,1729,10,6/17/2018
5642,1149,76,3/17/2018
5643,1980,71,7/21/2018
5644,1744,1,8/22/2018
5645,1303,71,5/5/2018
5646,1117,11,2/24/2018
5647,1339,97,8/13/2018
5648,1651,84,4/15/2018
5649,1155,39,6/13/2018
5650,1691,5,3/22/2018
5651,1434,73,9/4/2018
5652,1343,24,2/18/2018
5653,1532,100,7/22/2018
5654,1586,87,6/10/2018
5655,1611,76,8/3/2018
5656,1958,22,11/27/2017
5657,1585,18,11/6/2017
